STA_TYPE	TX_CODE	KEY_VAL1	NAME	KEY_VAL2	MSG_TYPE	KEY_VAL3	CALL_TYPE	TIMEOUT	RES_FLAG	CONV_TYPE	REQ_UID_OFFSET	PACKAGE_NAME	UID_LEN	RES_UID_OFFSET	REQ_HEAD_MAPP_CLASS	EBSOAP_REQ_ACTION	EBSOAP_RES_ACTION	UID_NAME	REQ_USER_CLASS	RES_HEAD_MAPP_CLASS	RES_USER_CLASS	ERR_MAPP_CLASS	ERR_USER_CLASS	RES_BODY_MAPP_CLASS	FRMT_MAPP_CLASS	FRMT_USER_CLASS	SYS_MAPP_CLASS	SYS_USER_CLASS	FILE_LOG_FLAG	DB_LOG_FLAG	REP_KIND_CODE	REQ_BODY_MAPP_CLASS	ERR_CODE_OFFSET	ERR_CODE_TYPE	ERR_CODE_NAME	TX_UID_OFFSET	TX_UID_LEN	TX_UID_NAME	ERR_MSG_OFFSET	APPL_CODE	ERR_MSG_NAME	REQ_CACHE_FLAG	DLY_SVCNAME	TX_TIME_LIMIT	REQ_HEADER_SIZE	RES_HEADER_SIZE	REQ_PACKET_SIZE	RES_PACKET_SIZE	REQ_ENCODING	RES_ENCODING	FRQ_HEAD_MAPP_CLASS	FRQ_BODY_MAPP_CLASS	FRQ_USER_CLASS	FRS_HEAD_MAPP_CLASS	FRS_BODY_MAPP_CLASS	FRS_USER_CLASS	POST_SVCNAME	MAPPER_UID_OFFSET	MAPPER_UID_LEN	MAPPER_UID_NAME	
N	C	C	C	C	N	C	N	N	N	N	N	C	N	N	C	C	C	C	C	C	C	C	C	C	C	C	C	C	N	N	C	C	N	N	C	N	N	C	N	C	C	N	C	N	N	N	N	N	C	C	C	C	C	C	C	C	C	N	N	C	
1	500002	0200	SimulToAny배열1차	500002	8	S	1	10	1	1	-1	500002	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap23_0200_500002_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap23_0200_500002_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP23	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500001	<NODATA>	SimulToAny일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	500001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap01_0200_500001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap01_0200_500001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP01	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500004	<NODATA>	SimulToAny배열3차	<NODATA>	8	<NODATA>	1	10	1	1	-1	500004	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap01_0200_500004_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap01_0200_500004_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP01	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
9	600010	<NODATA>	AnyToSimul모듈에서판단하는거래2	<NODATA>	8	<NODATA>	1	10	1	1	-1	600010	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap01_0200_600010_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap01_0200_600010_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP01	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500007	<NODATA>	SimulToAny비정형데이타매핑	<NODATA>	8	<NODATA>	1	10	1	1	-1	500007	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap01_0200_700007_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap01_0200_500007_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP01	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500006	<NODATA>	SimulToAny사용자정의매핑	<NODATA>	8	<NODATA>	1	10	1	1	-1	500006	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap01_0200_500006_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap01_0200_500006_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP01	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	600001	<NODATA>	AnyToSimul일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	600001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap14_0200_600001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap14_0200_600001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP14	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500001	<NODATA>	SimulToAny일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	500001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap14_0200_500001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap14_0200_500001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP14	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	600001	<NODATA>	AnyToSimul일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	600001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap13_0200_600001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap13_0200_600001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP13	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500001	<NODATA>	SimulToAny일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	500001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap13_0200_500001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap13_0200_500001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP13	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	600001	<NODATA>	AnyToSimul일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	600001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap15_0200_600001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap15_0200_600001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP15	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500001	<NODATA>	SimulToAny일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	500001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap15_0200_500001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap15_0200_500001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP15	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	600001	<NODATA>	AnyToSimul일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	600001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap16_0200_600001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap16_0200_600001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP16	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500001	<NODATA>	SimulToAny일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	500001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap16_0200_500001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap16_0200_500001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP16	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	600001	<NODATA>	AnyToSimul일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	600001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap05_0200_600001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap05_0200_600001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP05	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	500001	<NODATA>	SimulToAny일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	500001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap05_0200_500001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap05_0200_500001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP05	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
1	600001	<NODATA>	AnyToSimul일반	<NODATA>	8	<NODATA>	1	10	1	1	-1	600001	0	-1	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	ap06_0200_600001_res_map	<NODATA>	<NODATA>	<NODATA>	<NODATA>	0	0	0200	ap06_0200_600001_req_map	-1	1	<NODATA>	-1	0	<NODATA>	-1	AP06	<NODATA>	0	<NODATA>	0	0	0	0	0	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	<NODATA>	-1	0	<NODATA>	
